,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,max value received ,avg val received,avg val sent,total Ether sent,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type
42,0,36.98,0.0,73.97,2,1,0,30.0,30.0,14.999496,29.998992,0.001008,0.0,0.0,0.0,0.0,0.0,4,3
43,0,20437.43,47057.88,447735.1,15,3,0,0.5,0.204333,0.120252,1.803776506,-1.190776506,112769.9967,811.9129826000002,0.0,1.0,8.0,180,35
44,0,2779.44,10627.02,454838.13,26,36,0,0.243412,0.20242,0.279818,7.27526428,0.011844518,0.0,0.0,0.0,0.0,0.0,4,3
45,0,7.63,1039.33,505648.85,479,483,0,1.009706,0.266841,0.268005,128.3741991,0.510233305,10084.0,0.0,0.0,0.0,1.0,185,80
46,0,1252.45,1800.37,125870.32,43,40,0,16.0,6.9085600000000005,6.426148,276.3243501,0.01806002,0.548884684,0.0,0.0,0.0,1.0,185,309
47,0,144881.43,37973.61,807367.4,4,6,0,4.5,1.79073,2.685075,10.7403,0.004081428,0.577244409,0.0,0.0,0.0,4.0,185,234
48,0,54.33,0.01,325.98,6,3,0,91.677965,33.666667,16.832826,100.9969578,0.003042218,0.0,0.0,0.0,0.0,0.0,4,3
49,0,6.94,19424.54,116588.92,6,6,0,3.649767,1.273265,1.27251,7.635059562,0.004527858,0.0,0.0,0.0,0.0,0.0,4,3
50,0,0.0,0.0,4.82,1,1,0,0.75,0.75,0.749528,0.7495283640000001,0.000471636,0.0,0.0,0.0,0.0,0.0,4,3
51,0,157.78,0.0,315.57,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
52,0,6.75,0.73,68.98,10,2,0,55.80246,50.5,10.099462,100.994624,0.005376,0.0,0.0,0.0,0.0,0.0,4,3
53,0,36.79,1612.27,883783.62,533,536,0,117.179506,1.66227,1.68018,895.535767,-4.559279749,15233.0,0.0,0.0,0.0,2.0,185,260
54,0,0.0,40137.49,200687.43,0,5,1,10.114955,4.091241,0.0,0.0,20.45620318,0.307603976,0.0,0.0,0.0,1.0,185,309
55,0,8.07,3210.51,12874.32,4,4,0,7.99,6.441639,6.441164,25.76465436,0.001902343,0.0,0.0,0.0,0.0,0.0,4,3
56,0,265.5,94079.21,471723.55,5,5,0,0.1,0.029026,0.028719,0.143595181,0.001533949,0.0,0.0,0.0,0.0,0.0,4,3
57,0,0.0,0.0,4.02,1,1,0,0.495,0.495,0.494528,0.494528364,0.000471636,0.0,0.0,0.0,0.0,0.0,4,3
58,0,156.38,0.0,312.75,2,1,0,101.0,101.0,50.499286,100.9985715,0.001428506,0.0,0.0,0.0,0.0,0.0,4,3
59,0,0.0,0.0,428.0,1,1,0,10.0,10.0,9.99938,9.99938,0.00062,0.0,0.0,0.0,0.0,0.0,4,3
60,0,498.77,4329.59,250596.9,25,55,0,0.109486,0.10291,0.225863,5.646573921,0.013461,30.59629879,0.0,0.0,0.0,2.0,185,309
61,0,45.91,58.88,450106.65,5970,2989,0,3140.99958,74.622817,37.84572100000001,225938.9558,-2891.354427,139793.7886,137260.2674,0.0,21.0,15.0,138,378
62,1,0.0,0.0,11438.12,1,1,0,0.1,0.1,0.096854,0.096854339,0.003145661,13.37,0.0,0.0,0.0,1.0,1,74
63,0,0.0,0.0,15369.12,1,1,0,2.0,2.0,0.25,0.25,1.75,353.483183,0.0,0.0,0.0,7.0,185,257
64,0,0.0,5836.27,723697.73,0,124,1,0.602244,0.263836,0.0,0.0,32.71565976,2.9664311810000004,0.0,0.0,0.0,4.0,185,309
65,0,2059.28,12969.45,515353.27,118,21,0,8.796278,2.725619,0.809813,95.55790754,-38.31991846,58321.73258,58259.04758,0.0,8.0,13.0,197,310
66,0,0.0,25196.59,226769.35,0,9,1,145.127,25.021534,0.0,0.0,225.19380690000003,1.490388922,0.0,0.0,0.0,2.0,185,309
67,0,4.79,130.68,406.42,3,3,0,0.1,0.1,0.099539,0.298617127,0.001382873,0.0,0.0,0.0,0.0,0.0,4,3
68,1,5301.21,63.27,285646.08,53,74,0,880.0,15.558148999999998,21.721885,1151.25988,0.043146035,568470.4338,553108.9758,0.0,8.0,52.0,251,309
69,0,0.0,889.07,4330.22,1,4,0,0.874667,0.432863,0.037635,0.03763504,1.693817163,324.1960477,0.0,0.0,0.0,7.0,185,436
70,0,8088.05,21537.47,476826.85,27,12,0,200.0,22.103627,14.192912,383.2086282,-117.9651057,32.25677714,0.4168165720000001,0.0,1.0,3.0,190,25
71,1,0.0,0.0,0.0,0,1,0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-1,-1
72,0,4.04,7896.8,31603.37,4,4,0,2.5,2.125,2.124477,8.497909626,0.002090374,0.0,0.0,0.0,0.0,0.0,4,3
73,0,108.0,1.24,326.48,3,2,0,72.584331,50.5,33.66617100000001,100.9985118,0.001488218,0.0,0.0,0.0,0.0,0.0,4,3
74,1,0.0,456.95,7282.48,1,2,0,2.1,1.3,2.599517,2.599517,0.000483,1.337,0.0,0.0,0.0,1.0,1,74
75,0,108.83,0.04,326.58,3,2,0,54.616874,50.5,33.666179,100.9985356,0.001464437,0.0,0.0,0.0,0.0,0.0,4,3
76,0,3.27,394.71,1070765.23,2511,2692,0,1999.999916,10.175686,10.908594,27391.47833,1.467591524,1553031862.0,100.0,0.0,1.0,2.0,294,456
77,0,7609.51,6435.77,541976.25,56,18,0,5.11,2.687878,1.259391,70.5259,-22.144102,327857.0079,300725.7363,0.0,13.0,33.0,238,376
78,0,2256.99,9313.11,976306.22,218,52,0,161.182088,11.189453,2.667938,581.6105503,0.240999166,382046.6877,373150.9177,0.0,42.0,43.0,123,202
79,0,3.54,3346.38,6699.85,2,2,0,1.000291,0.601137,0.6007170000000001,1.20143483,0.000840005,0.0,0.0,0.0,0.0,0.0,4,3
80,0,15.95,1316.46,13324.08,10,10,0,6.5,2.4642310000000003,2.463467,24.63466517,0.00764956,0.0,0.0,0.0,0.0,0.0,4,3
81,0,8949.04,29806.07,468092.53,19,10,0,0.997565,0.34488,0.306535,5.824160497,-2.375356377,252154.2287,252142.6118,0.0,4.0,6.0,250,388
82,0,25.48,0.28,77.02,3,2,0,67.683989,50.5,33.666163,100.998488,0.001512,0.0,0.0,0.0,0.0,0.0,4,3
83,0,0.93,0.0,1.87,2,3,0,0.695,0.261133,0.39086,0.78172,0.00168,0.0,0.0,0.0,0.0,0.0,4,3
84,0,164.72,0.82,331.07,2,2,0,55.35165799999999,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0,4,3
85,1,0.0,133.71,102408.72,1,22,0,2.5,0.757429,16.663061,16.66306054,0.000377992,3.235862156,0.0,0.0,0.0,4.0,1,353
86,0,0.0,0.0,3.68,1,1,0,4.99,4.99,4.98916,4.98916,0.00084,0.0,0.0,0.0,0.0,0.0,4,3
87,0,5246.94,3796.31,499045.68,64,43,0,23.248651,4.622113,3.102742,198.5754565,0.175382055,5955.56184,4932.791361,0.0,16.0,20.0,98,154
88,0,0.0,6.72,272079.85,1,2,0,100.0,90.0,19.0,19.0,161.0,5699.381995000002,0.0,0.0,0.0,15.0,185,331
89,0,0.0,6237.1,274432.57,0,44,1,1.172264,0.958275,0.0,0.0,42.16410715,0.611814113,0.0,0.0,0.0,2.0,185,119
90,0,0.0,0.0,2.75,1,1,0,4.997275,4.997275,4.996803,4.996803364,0.000471636,0.0,0.0,0.0,0.0,0.0,4,3
91,0,0.0,1785.55,226764.25,0,127,1,5.650989,2.118816,0.0,0.0,269.0896064,5.828581323,0.0,0.0,0.0,2.0,185,119
92,0,5.98,0.0,17.93,3,2,0,1163.777981,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0,4,3
93,1,0.0,0.0,13183.12,1,1,0,0.64,0.64,0.639139,0.639139,0.0008609999999999,1.337,0.0,0.0,0.0,1.0,1,74
94,1,9571.62,92.65,69410.25,7,26,0,4.9,1.063073,4.02341,28.16387078,-0.5239729999999999,8.099999999999999e-11,0.0,0.0,0.0,2.0,1,22
95,0,22344.75,4054.0,905547.75,32,47,0,100.645438,22.474439,21.09925,675.1759900000002,381.1226609,36777.89434,0.0,0.0,0.0,27.0,185,309
96,0,1.56,0.11,4.9,3,2,0,1902.268491,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0,4,3
97,0,206.0,5686.24,831796.9,63,144,0,19.995,3.801252,8.688080000000001,547.3490652,0.031236763,100.3766315,0.0,0.0,0.0,2.0,185,450
98,1,3176.48,591.26,279624.25,75,70,0,141.0,5.238864,4.888694999999999,366.6521131,0.068332955,428509.3922,409233.8986,0.0,8.0,54.0,123,202
99,0,108.65,0.02,325.98,3,2,0,50.688136,50.5,33.666143,100.9984278,0.0015722179999999,0.0,0.0,0.0,0.0,0.0,4,3
100,0,11445.85,5723.73,423547.67,5,64,0,1.0632620000000002,0.207776,3.946792,19.73396,-6.43631288,2744.990363,0.0,0.0,0.0,9.0,185,257
101,0,24.05,0.0,72.15,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,4,3
102,0,450.6,14352.27,833350.15,1722,4,0,20.0,8.00025,0.117667,202.623,-170.622,635.7703947000001,0.0,0.0,0.0,10.0,185,436
103,0,14087.54,2223.62,60051.58,3,8,0,14.826144,7.327447,19.539289,58.61786659,0.001711752,603.888216,0.0,0.0,0.0,2.0,185,309
104,0,3368.53,85188.31,721928.8,12,8,0,11.37721,1.642418,1.09426,13.13112112,0.00822205,0.0,0.0,0.0,0.0,0.0,4,3
105,1,10158.66,315.98,32371.82,3,6,0,1.0,0.474563,0.948685,2.846054,0.001323,56.94754,0.0,0.0,0.0,2.0,1,416
106,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0,1,74
107,0,42.02,3210.21,396646.5,119,122,0,0.066302,0.052264,0.053097,6.318525827,0.057735286,0.0,0.0,0.0,0.0,0.0,4,3
108,0,25.41,1568.41,591965.93,150,375,0,1.7958,0.411524,1.028137,154.2205011,0.101000803,0.0,0.0,0.0,0.0,0.0,4,3
109,0,4.71,5868.39,622549.07,106,106,0,11.16,1.031577,1.031157,109.3026075,0.044520003,0.0,0.0,0.0,0.0,0.0,4,3
110,0,162.87,0.82,327.37,2,2,0,57.226133,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0,4,3
111,0,1425.31,9942.63,106587.4,12,9,0,5.9323,3.100134,2.323675,27.88410411,0.0171050999999999,3331.770974,3330.794556,0.0,1.0,5.0,187,300
112,0,0.0,0.0,0.0,0,1,0,2.08975,2.08975,0.0,0.0,2.08975002,372.1729762,0.0,0.0,0.0,7.0,185,436
113,1,0.0,21.96,8613.27,1,2,0,1.0,0.999758,1.998467,1.998467,0.00105,1.337,0.0,0.0,0.0,1.0,1,74
114,0,1226.4,1306.92,332106.65,128,134,0,0.104771,0.051923,0.053839,6.891364181,0.066306953,98.92316122,0.0,0.0,0.0,4.0,185,226
115,0,0.0,0.0,330.62,1,1,0,1.0,1.0,0.99938,0.99938,0.00062,0.0,0.0,0.0,0.0,0.0,4,3
116,0,264.4,3699.91,43343.02,10,11,0,1.003028,0.917457,1.008433,10.08432923,0.007694082,0.0,0.0,0.0,0.0,0.0,4,3
117,0,56.71,131.27,637517.8,9054,952,0,4000.0,41.495337,21.739258,196827.2404,-157323.68,7367879.76,4314773.211,0.0,9.0,97.0,86,243
118,0,159.05,0.0,318.1,2,1,0,101.0,101.0,50.499286,100.9985715,0.001428506,0.0,0.0,0.0,0.0,0.0,4,3
119,0,20.13,28987.35,174024.75,5,6,0,1.0002030000000002,0.854822,1.024606,5.12303042,0.005904244,0.0,0.0,0.0,0.0,0.0,4,3
120,0,4.38,24303.06,243074.38,10,10,0,9.0,3.5674,3.5663660000000004,35.66365972,0.01034028,0.0,0.0,0.0,0.0,0.0,4,3
121,0,0.0,30.85,61.7,0,2,0,0.0,0.0,0.0,0.0,0.0,1530.829815,1530.829815,0.0,1.0,1.0,123,202
122,0,27.66,29865.34,59786.0,2,2,0,2.050195,1.4251120000000002,1.424378,2.848756653,0.001466957,0.0,0.0,0.0,0.0,0.0,4,3
123,0,0.0,0.0,0.0,0,1,0,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,4,3
124,1,6181.94,15889.14,183619.12,4,10,0,10.429804,2.0187060000000003,2.92092,11.68367813,8.503386304,6.66e-16,0.0,0.0,0.0,1.0,1,431
125,0,0.0,0.62,6173.43,1,9999,0,284.199398,6.008009,12000.0,12000.0,48074.08233000001,1.219551787,0.0,0.0,0.0,1.0,185,309
126,0,4560.4,3641.5,980145.68,175,50,0,15.0,2.890266,0.8388030000000001,146.7905,-2.277202149,7493724.771000002,3307503.189,0.0,38.0,103.0,98,457
127,0,10054.96,3143.27,874904.1,52,112,0,3.460699,0.200443,0.424174,22.057068,0.392591943,16703.4155,795.6241823,0.0,8.0,20.0,178,202
128,0,0.0,1704.94,226756.72,0,133,1,0.907644,0.330873,0.0,0.0,44.00617511,1.401380993,0.0,0.0,0.0,2.0,185,309
129,1,0.0,0.74,134.87,1,3,0,0.5,0.5,1.499559,1.499559,0.000441,0.0,0.0,0.0,0.0,0.0,-1,-1
130,0,0.0,0.0,39.47,1,1,0,0.225559,0.225559,0.225055,0.22505522,0.000504,0.0,0.0,0.0,0.0,0.0,4,3
131,0,14862.02,5348.71,414911.92,20,22,0,60.0,18.625541,20.487143,409.7428572,0.019038154,0.0,0.0,0.0,0.0,0.0,4,3
132,1,0.0,49440.55,197762.18,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
133,0,5.7,544.96,80281.52,126,146,0,22.614,4.193979,4.859211,612.260612,0.060273,666.0,0.0,0.0,0.0,1.0,185,401
134,0,4224.31,15322.04,1141794.73,119,42,0,125.01761100000002,21.091836,8.420149,1001.997727,-116.1406232,395297.7321,335200.1525,0.0,15.0,35.0,105,390
135,0,451.89,613.95,1264774.13,2644,114,5,82.42224300000002,14.627432,0.914884,2418.9527780000008,-751.4255472,104334189.4,104321203.9,0.0,72.0,160.0,123,202
136,0,90.06,30.22,482434.07,4095,3760,0,81.6,1.856024,1.711818,7009.894083,-31.24386844,602.8939548999998,0.0,0.0,0.0,2.0,185,309
137,0,161.24,0.94,324.37,2,2,0,91.78055,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
138,0,2357.49,4522.05,638917.63,37,122,0,70.61296,2.2829200000000003,7.526669999999998,278.4867864,0.029459049,845.9533397,0.0,0.0,0.0,5.0,185,119
139,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0,1,74
140,0,3.33,51068.75,561789.58,10,11,0,20.799,5.11114,5.621492,56.21491815,0.00761642,0.0,0.0,0.0,0.0,0.0,4,3
141,0,665.93,1629.77,1034064.3,126,583,0,1.0077459999999998,0.247472,1.144037,144.1487129,0.127546535,10518.38417,100.0,0.0,1.0,8.0,294,436
142,0,13976.26,96530.39,774849.93,14,6,0,3.51,0.8692290000000001,0.372176,5.21046558,0.00490746,0.0,0.0,0.0,0.0,0.0,4,3
143,0,122828.0,0.0,368484.0,3,1,0,0.255259,0.255259,0.084531,0.253593035,0.001665985,717.6379998,717.6379998,0.0,1.0,1.0,230,360
144,0,2.81,23620.49,118116.5,5,5,0,14.087984,5.604336,5.603829,28.01914538,0.002533701,0.0,0.0,0.0,0.0,0.0,4,3
145,0,25.67,0.49,78.0,3,2,0,69.86829200000001,50.5,33.666163,100.998488,0.001512,0.0,0.0,0.0,0.0,0.0,4,3
146,0,0.0,1383.06,396938.23,0,287,1,1.009194,0.217142,0.0,0.0,62.31976849,1.879135946,0.0,0.0,0.0,3.0,185,119
147,0,56.72,68.58,683299.38,210,9790,0,29.251548,1.35839,61.64786899999999,12946.05249,352.58991569999995,1027359.177,100.0,0.0,1.0,35.0,294,432
148,0,34.48,1442.36,562674.7,381,381,0,1.499663,0.290948,0.293562,111.84720159999998,-0.995919627,0.0,0.0,0.0,0.0,0.0,4,3
149,0,0.0,2512.67,291469.9,0,116,1,1.225907,0.477958,0.0,0.0,55.44313184,1.4188559580000002,0.0,0.0,0.0,2.0,185,309
150,0,1.61,0.17,5.17,3,2,0,1059.367933,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0,4,3
151,1,0.0,388.61,10492.58,0,27,1,1000.0,43.10756,0.0,0.0,1163.904128,0.0,0.0,0.0,0.0,0.0,-1,-1
152,0,18424.89,48149.18,551017.42,9,8,0,44.992054,11.418546,10.14844,91.33595656,0.012411241,0.0,0.0,0.0,0.0,0.0,4,3
153,0,144.45,12858.4,442096.93,34,34,0,1.382766,1.055875,1.055174,35.87591111,0.023834145,0.0,0.0,0.0,0.0,0.0,4,3
154,0,160.45,3439.84,1033276.68,94,296,0,1.130113,0.258793,0.8096760000000001,76.10951743,0.49330321,469.058773,0.0,0.0,0.0,5.0,185,22
155,1,6.74,958.12,32804.97,34,34,0,8.0,1.15992,1.158855,39.40106342,0.036225,0.0,0.0,0.0,0.0,0.0,-1,-1
156,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
157,0,7469.87,3951.26,902269.5,79,79,0,1500.0,132.153356,132.468455,10465.00796,-24.8928738,162854.7052,134090.7736,0.0,5.0,13.0,61,445
158,0,0.0,0.0,27.92,1,1,0,5.0,5.0,4.9978,4.9978,0.0022,0.0,0.0,0.0,0.0,0.0,4,3
159,0,19.62,0.0,58.85,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,4,3
160,0,6.69,2744.31,481411.83,173,175,0,5.243628,3.686285,3.728267,644.9901639,0.109798076,0.0,0.0,0.0,0.0,0.0,4,3
161,1,0.0,651.58,48423.68,1,17,0,1.247992,0.66297,12.370076,12.37007611,-1.09958,1500.0,0.0,0.0,0.0,2.0,1,185
162,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1,74
163,0,2.73,1597.27,4800.0,3,3,0,0.671508,0.390032,0.389515,1.168545542,0.001551118,0.0,0.0,0.0,0.0,0.0,4,3
164,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
165,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
166,0,0.0,2217.32,319294.23,0,144,1,10.027575,0.6495850000000001,0.0,0.0,93.54023039,11.53587918,0.0,0.0,0.0,4.0,185,309
167,0,54.99,705.97,887243.9,5107,859,19,40.0,1.351856,1.513027,7727.027304000001,-6565.782688,10365.77453,0.0,0.0,0.0,4.0,185,78
168,0,0.0,0.0,261982.97,1,1,0,4.999413,4.999413,0.200261,0.200260543,4.799152747,624.6958578,0.0,0.0,0.0,8.0,185,257
169,0,0.0,1405.84,192599.73,0,137,1,5.297219999999999,1.925123,0.0,0.0,263.7419046,4.611041412,0.0,0.0,0.0,2.0,185,309
170,0,11641.32,25655.19,741406.48,13,23,0,2.190726,0.322257,0.569458,7.402950108,0.008954195,10456.1213,845.1156269999999,0.0,5.0,16.0,190,309
171,0,15.95,0.0,63.8,4,1,0,101.0,101.0,25.249475,100.9979,0.0021,0.0,0.0,0.0,0.0,0.0,4,3
172,0,21.6,14.21,142922.48,109,9891,0,3503.597564,19.373447,1640.615115,178827.0475,12795.71923,1172360.229,0.0,0.0,0.0,26.0,185,292
173,0,2.63,0.0,7.88,3,2,0,1162.896081,1000.5,666.9993900000002,2000.998169,0.001830667,0.0,0.0,0.0,0.0,0.0,4,3
174,0,0.0,3910.2,226791.43,0,58,1,1.0497530000000002,0.5741229999999999,0.0,0.0,33.29913718,0.206502233,0.0,0.0,0.0,2.0,185,309
175,0,161.87,0.0,323.73,2,1,0,101.0,101.0,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0,4,3
176,0,161.45,0.82,324.53,2,2,0,56.990107,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0,4,3
177,0,2546.9,1378.01,986051.35,306,150,0,999.99,107.379866,55.129539,16869.639,-762.6591407000002,178517287.2,169907431.4,0.0,67.0,86.0,13,17
178,0,159.63,0.33,319.92,2,2,0,70.429618,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
179,1,0.0,128.6,17052.77,1,2,0,0.1,0.075,0.1497,0.1497,0.0003,0.0,0.0,0.0,0.0,0.0,-1,-1
